Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,Year_survey,Age_survey
4,wage employed,153.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1996,8,0,2023,27
2,studying,582.0,Suburb,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1999,6,0,2022,23
4,self employed,582.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,wage employed,30.0,Urban,Limpopo,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,7,0,2023,23
4,unemployed,125.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1994,6,0,2023,29
4,unemployed,767.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,1096.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,4,1,2023,28
4,wage employed,273.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,40 - 49 %,0,1,1993,8,0,2023,30
4,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,3,0,2023,20
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2022,20
2,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,2,1,2022,22
2,wage employed,61.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,9,0,2022,23
4,wage employed,273.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1991,5,0,2023,32
4,wage employed,578.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1995,5,0,2023,28
3,other,582.0,Urban,North West,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,0,1,1999,9,1,2022,23
4,unemployed,245.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,30 - 39 %,50 - 59 %,30 - 39 %,1,1,1995,11,0,2023,28
3,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,1999,3,0,2022,23
4,studying,582.0,Suburb,KwaZulu-Natal,1.0,0.0,1.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,1997,11,0,2023,26
3,other,582.0,Urban,Gauteng,1.0,1.0,0.0,3.0,60 - 69 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,7,1,2022,25
2,unemployed,648.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2002,12,0,2022,20
2,unemployed,826.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,0 - 29 %,1,1,2000,1,0,2022,22
4,unemployed,220.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,9,0,2023,22
4,studying,582.0,Urban,Free State,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,4,0,2023,21
3,unemployed,736.0,Rural,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1987,5,0,2022,35
2,unemployed,60.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1996,8,0,2022,26
4,wage employed,273.0,Urban,Free State,1.0,1.0,0.0,3.0,50 - 59 %,40 - 49 %,80 - 100 %,50 - 59 %,50 - 59 %,1,1,2000,1,0,2023,23
4,unemployed,1096.0,Suburb,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,1,0,2023,21
3,other,582.0,Rural,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,8,1,2022,28
4,wage employed,487.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,3,0,2023,27
1,unemployed,83.0,Urban,Gauteng,1.0,0.0,0.0,5.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,6,0,2021,18
2,unemployed,153.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1987,8,1,2022,35
4,unemployed,582.0,Rural,North West,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,11,0,2023,30
1,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1996,12,0,2021,25
4,unemployed,5.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,8,0,2023,22
4,wage employed,153.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,1,0,2023,24
4,wage employed,608.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,585.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,11,0,2023,33
4,unemployed,214.0,Urban,Mpumalanga,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,7,0,2023,23
4,wage employed,699.0,Urban,North West,1.0,0.0,0.0,4.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1996,7,0,2023,27
4,unemployed,365.0,Urban,North West,1.0,0.0,1.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,9,1,2023,26
4,unemployed,2287.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,4,0,2023,27
4,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,self employed,582.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,4,0,2023,23
2,unemployed,1346.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,1,0,2022,23
4,unemployed,36.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,12,0,2023,22
2,unemployed,1155.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1994,12,1,2022,28
4,wage employed,151.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,50 - 59 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,unemployed,401.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2004,1,0,2023,19
2,unemployed,1894.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,6,0,2022,27
4,unemployed,2191.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,80 - 100 %,30 - 39 %,1,1,2000,1,0,2023,23
3,studying,582.0,Urban,Gauteng,1.0,1.0,0.0,4.0,60 - 69 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2000,2,0,2022,22
4,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,5.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,0 - 29 %,1,1,2003,7,1,2023,20
4,self employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,10,0,2023,28
2,unemployed,1994.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1980,11,1,2022,42
4,unemployed,217.0,Urban,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1989,8,0,2023,34
4,unemployed,699.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,2,0,2023,21
1,wage employed,0.0,Suburb,Gauteng,1.0,0.0,0.0,0.0,30 - 39 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1996,11,1,2021,25
4,unemployed,432.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1988,3,0,2023,35
4,unemployed,1494.0,Urban,Gauteng,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,9,0,2023,24
2,unemployed,1174.0,Urban,Gauteng,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2022,22
4,unemployed,1067.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1985,5,1,2023,38
4,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,3,0,2023,20
3,unemployed,2044.0,Urban,Northern Cape,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1986,12,0,2022,36
3,unemployed,248.0,Rural,Eastern Cape,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2001,7,0,2022,21
2,unemployed,64.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,8,1,2021,29
2,wage employed,67.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
3,wage employed,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,1,0,2022,26
4,wage employed,273.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,8,0,2023,29
3,wage employed,36.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,1,1,2022,31
2,unemployed,1191.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,other,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,9,0,2023,21
4,wage employed,92.0,Urban,Gauteng,1.0,0.0,0.0,5.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,0,1,2001,2,1,2023,22
3,studying,582.0,Rural,Limpopo,1.0,0.0,1.0,4.0,50 - 59 %,40 - 49 %,70 - 79 %,50 - 59 %,40 - 49 %,1,1,2001,5,0,2022,21
4,unemployed,1528.0,Urban,Free State,1.0,0.0,0.0,4.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,6,0,2023,30
3,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,7,0,2022,20
2,wage and self employed,1076.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,11,1,2022,26
2,unemployed,1175.0,Suburb,KwaZulu-Natal,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,128.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,0.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,0,2023,23
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1988,12,0,2021,33
4,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,4,0,2023,21
4,unemployed,2010.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,5,1,2023,35
4,unemployed,767.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,7,0,2023,26
4,studying,582.0,Urban,Gauteng,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,10,1,2023,19
4,unemployed,5.0,Rural,North West,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,studying,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,11,0,2023,23
2,unemployed,430.0,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,7,0,2022,31
4,studying,582.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1996,11,0,2023,27
4,wage employed,273.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2002,10,0,2023,21
3,unemployed,1344.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,6,0,2022,26
4,unemployed,2350.0,Rural,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,8,0,2023,32
2,unemployed,1194.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2022,22
3,wage employed,66.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,1,0,2001,4,1,2022,21
2,unemployed,1160.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
3,other,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1989,5,1,2022,33
3,unemployed,278.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,10,0,2022,21
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,5,0,2021,31
2,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
1,wage employed,0.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1990,4,0,2021,31
3,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,3,0,2022,18
4,unemployed,456.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,8,1,2023,30
4,unemployed,490.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,12,0,2023,25
4,wage employed,153.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,11,0,2023,24
3,unemployed,1678.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1996,2,0,2022,26
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,1,0,2023,29
4,unemployed,334.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,5,1,2023,24
4,wage employed,1703.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1996,10,0,2023,27
4,wage employed,153.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,12,0,2023,30
4,self employed,582.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,5,0,2023,27
4,unemployed,36.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,11,0,2023,21
3,wage employed,582.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,0,2022,22
4,studying,582.0,Urban,Gauteng,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,other,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,70 - 79 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,9,1,2022,29
4,unemployed,917.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,2,0,2023,32
4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,3,0,2023,31
2,unemployed,2123.0,Rural,North West,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,10,1,2022,25
2,wage employed,365.0,Urban,Western Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1977,2,1,2022,45
3,wage employed,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,5,0,2022,29
4,unemployed,64.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,5,0,2023,19
4,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,wage employed,121.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,60 - 69 %,40 - 49 %,1,1,2000,1,0,2023,23
2,unemployed,80.0,Rural,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,60 - 69 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
4,studying,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,2,0,2023,24
4,unemployed,67.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,7,0,2023,20
1,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1994,10,1,2021,27
2,wage employed,22.0,Rural,KwaZulu-Natal,1.0,1.0,0.0,2.0,60 - 69 %,40 - 49 %,70 - 79 %,50 - 59 %,50 - 59 %,0,1,2000,1,1,2022,22
2,unemployed,444.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,64.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,1,0,2023,20
3,other,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,1,1,1998,3,1,2022,24
2,wage employed,139.0,Urban,Gauteng,1.0,0.0,1.0,1.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1997,3,1,2022,25
4,studying,582.0,Rural,Mpumalanga,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,5,0,2023,31
4,unemployed,1800.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1988,1,0,2023,35
4,unemployed,3017.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,5,0,2023,29
2,unemployed,795.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,unemployed,333.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,4,0,2022,31
4,wage employed,2708.0,Suburb,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,3,0,2023,32
4,unemployed,5.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1991,3,0,2023,32
2,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,self employed,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1993,3,1,2023,30
1,self employed,396.0,Suburb,Mpumalanga,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,8,0,2021,29
4,unemployed,1127.0,Rural,North West,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,1,1,2023,22
2,wage employed,616.0,Urban,Eastern Cape,1.0,0.0,0.0,5.0,0 - 29 %,80 - 100 %,50 - 59 %,70 - 79 %,30 - 39 %,1,1,2000,1,1,2022,22
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,self employed,582.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,7,1,2023,32
3,unemployed,5.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,8,0,2022,20
4,studying,582.0,Suburb,Western Cape,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,3,1,2023,24
